version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 64872 443 6 301 24701 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 64872 6 623 657800 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 65482 443 6 68 6038 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 65482 6 147 152376 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 443 18978 6 698 743759 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 18978 443 6 363 28358 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 443 47635 6 728 764425 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 47635 443 6 364 29532 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 64961 443 6 363 29102 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 64961 6 725 764805 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 65427 443 6 365 29262 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 65427 6 724 764205 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.97 10.99.4.24 443 52800 6 726 764569 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.97 52800 443 6 372 29790 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 65139 443 6 357 28946 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 65139 6 721 762715 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.97 10.99.4.24 443 26439 6 726 764463 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.97 26439 443 6 378 30244 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 64762 443 6 355 28823 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 64762 6 730 764789 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 64385 443 6 367 29728 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 64385 6 724 760141 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 64008 443 6 349 27932 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 64008 6 714 759084 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.97 10.99.4.24 443 54952 6 722 760013 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.97 54952 443 6 366 29334 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 64618 443 6 368 29499 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 64618 6 726 764711 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 49491 443 6 326 26148 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 49491 6 643 680591 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 64241 443 6 364 29182 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 64241 6 718 759675 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 443 57717 6 721 759843 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 57717 443 6 371 29691 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 108.228.23.128 10.99.4.24 65084 443 6 364 29130 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 108.228.23.128 443 65084 6 723 764283 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.1.149 10.99.4.24 443 32110 6 311 326925 1642052613 1642052673 ACCEPT OK
2 unknown eni-01372efd5f409b41b 10.99.4.24 10.99.1.149 32110 443 6 151 12697 1642052613 1642052673 ACCEPT OK
